Number,Date,Text
3146,2020-04-13,"This is an incredible piece by my friend @Sokic_ about those with dementia during COVID-19. If you have a minute, this is a must read👇🏻 "
3147,2020-04-13,"Because they were probably deaths from dementia or influenza, 2 years ago my dad died from it and so did 5 others within 10 days in thy home, if he had have died this week they would have labelled it COVID-19 "
3148,2020-04-13,"My Mother, who is already suffering from Dementia, is in a nursing home in Montreal that is currently under investigation and covid-19 is running rampant. People are dying and families are terrified."
3149,2020-04-13,Hi Mandy. I quite agree. I’m a CPN working with dementia. The price these homes charge is immoral. Quite a few in my patch have residents with COVID 19. I know the staff are really scared but still do a great job#supporthecarers.
3150,2020-04-13,"As my 97 year-old Mom enters end-stage dementia and contracture sets in, I am fucking distracted by the idiot in the white house and COVID-19."
3151,2020-04-13,On whose part? My nurse daughter managing a dementia home in Cornwall. Owner of home recovering from cancer - meets her in the garden to plan. 1/3 of her team isolating. No covid in yet. 16 elderly residents. Ppe masks bought via builders merchant. There is no support.
3152,2020-04-13,"I agree. My mother is in one with advanced dementia. I'm realistic enough to understand that should she contract COVID-19 (fingers crossed she won't), she would not be a suitable candidate for a ventilator. In fact it would increase her suffering and frighten her so much."
3153,2020-04-13,Now our dementia unit is infested with covid and we had 3 deaths on that floor over the weekend alone. My heart hurts a lot
3154,2020-04-13,Everytime I see people disregard social distancing I want to place them in my shoes when I have to comfort my crying dementia and Alzheimer’s patients who are without visitors and spend their lucid moments watching COVID updates thinking they’re going to die.
3155,2020-04-13,"Hey y'all, one of my very best friends in the world, Amy, is having a really rough time. Her 75 yr old mother just broke her pelvis and her dad cannot be left alone due to dementia. Today she is getting swabbed for COVID ffs. If you are the praying type please send her some"
3156,2020-04-13,We lost my grandfather early this morning. To our knowledge it was not COVID-19 related illness but the dementia related illnesses he's fought for years.
3157,2020-04-13,"I am so so deeply sorry, Allison 💔😪 I lost my mom a year ago - not from COVID, thank God - but from dementia. My heart and prayers are with you 🙏🏼❤️"
3158,2020-04-13,A little bit of positivity. My husband out of hospital today after a nasty brush with covid 19. Still a way to go as dementia complicates things. But still good. So here’s some spring apple blossom. 
3159,2020-04-13,My mum died tonight. Not Covid. Dementia. It hurts so much :(
3160,2020-04-13,My Dad has severe vascular dementia- when he went into care home over two years ago we all agreed he was to get palliative care only - if he got Covid we would feel more reassured he spent his last days with those who now care for him than terrified in a hospital
3161,2020-04-13,Thinking of my brother in law's mother and step father today. Step father is 95 and in hospital with an infection (not Covid) but they don't think he'll come out and no one can visit him. His mother has (we think) got dementia and has carers. Horrible situation 😞
3162,2020-04-13,"Meanwhile, my grandma sits alone and isolated as she probably has COVID-19. She has a temperature, so now must spend 14 days alone. She has dementia, so has no idea why she has to be alone. And we have no idea if she actually has C-19 #TestingForCovid19 2/"
3163,2020-04-13,"My mum, 89 ,with dementia last Thursday. In a care home. No nurses ,no oxygen, no ventilator. Covid on death certificate. Doctor popped in to make her ""comfortable"" with morphine ,she died immediately."
3164,2020-04-13,I can’t get information from Macklin group regarding current levels of Covid 19 in my mums care home within her dementia unit. They have said there has been cases of elderly testing positive for Covid 19 but won’t give numbers. I am so worried and stressed
3165,2020-04-13,"My daughter works at a elderly hospital in the dementia ward and she had 5 deaths this week, none from covid, just you get a lot a lot deaths in old folks homes. Covid is not something they want on top of what they have to deal with on the daily."
3166,2020-04-13,"My mother-in-law died this week. Not of Covid. She was 103 and had dementia for some years. She used to tell me she wanted Amazing Grace at her funeral, which will will have to wait now. I always think of her when I hear it. 😢"
3167,2020-04-12,"just found out my grandmom has tested positive for COVID-19 — she is 92 years old and has dementia, so luckily she doesn’t really understand what is going on. i didn’t expect this virus to hit so close to home."
3168,2020-04-12,"Just found out my mom's oldest sister has Covid and isn't likely to recover. She has dementia and she's had a really difficult life so there's some comfort in the idea of peace for her, but my mom is heartbroken that she might go alone. Good thoughts ❤️ed if you can spare them."
3169,2020-04-12,"Tragic so sorry... my father in law who has dementia and is wheel chair bound due to a stroke is on a covid ward, someone infected him in his nursing home... why won’t people listen... thoughts and prayers with you and your family."
3170,2020-04-12,My next door neighbour who's currently in a nursing home with dementia and Parkinson's has recovered from Covid-19 I'm so unbelievably happy 💕
3171,2020-04-12,"Hope you’re having some progress, for yourself and your family! #COVID-19 goes after everyone, especially older folks. My dad has dementia and is in an #AssistedLiving and I can’t visit. I can only pray the caregivers are healthy. Happy Easter  and  be well🙏🏻"
3172,2020-04-12,Just got the call that my grandfather has COVID 😔 what else is he going to go through. It’s bad enough he was diagnosed with dementia. I need some strong prayer warriors because I can’t do this on my own 😭
3173,2020-04-12,"COVID-19 changes you. As a Boomer with my mother who has dementia, I wonder if I will now end up dying before she does. When the memory care facility locked down to all visitors, I had to face that I might not ever see her alive in person again. Grieving has come early."
3174,2020-04-12,"My brother has vascular dementia  and  is in a home. Was ill yesterday. Doctor ??? Covid 19 . NHS111 disagreed Choc not going to see him so he is undiagnosed Staff are taking precautions. What about other residents. What a mess !,! @MattHancock"
3175,2020-04-12,Yep. My mum has dementia. No understanding of Covid or why her friends aren't visiting any more. Just had phone call from the hospital. She's in A and E as her carer was concerned. No visitors allowed so just got to sit  and  wait for news
3176,2020-04-12,"One of my oldest friends works in a dementia care home. She is now at home with Covid 19 ! When will @BorisJohnson @MattHancock and their vile ilk get off their overpriveledged backsides, and issue correct PPE ? People are DYING !"
3177,2020-04-12,"Sadly, my aunt is now a statistic, of Covid 19, died at 06:20 this morning. My uncle was blessed to be there. God bless ‘Florence O’Malia’ nee Gill. I had to break the news to mum, 9 yrs her senior with dementia. I have seen too many people out and too close, STOP NOW go home"
3178,2020-04-12,"Just heard that my mum, who has dementia, has been admitted to hospital in the UK following a fall. She has an infection, probably not Covid. But 69 people have already died of it at that hospital! And my sister can’t be with her because of the risks! She must be so scared!"
3179,2020-04-12,My grandfather's just been admitted to hospital with probable covid. He's 93 and has dementia and we're not going to get to say goodbye. Heartbroken 💔
3180,2020-04-12,"My 100 yr young mom has outlived by 4 years of when doctors thought she would pass. She was kicked off Hospice because she didn't die. She has heart & kidney failure, is a cancer survivor, & has severe dementia. I'm certain #Covid_19 would be the end while the rest has not."
3181,2020-04-12,Wishing all my friends celebrating Easter a very Happy Easter. April has a number faiths celebrating various occasions - all of which will feel surreal. But keeping well and safe will mean we will (hopefully) be able to return to normailty once all this COVID-19 issue is over 
3182,2020-04-12,Shout out to my fellow #Alzheimers and #dementia #caregivers out there during this covid quarantine. That which does not kill us makes us stronger and probably sleep deprived.
3183,2020-04-12,"So my dad died in the early hours of yesterday morning, not of Covid-19 but after a long brave battle with dementia. Too numb to say much more at the moment. This picture of him is from 2015. "
3184,2020-04-12,"I will tell you what I did, since my brother, who has dementia, is in one of only two state run veterans nursing facilities in my state, one of which basically hid numerous resident Covid deaths until a staff member basically became a whistleblower....."
3185,2020-04-12,Dont pretend like you really care. My elder residents with Dementia are declining so fast right now from isolation that it would tear apart the average person apart covid hasnt even touched my building but I expect to be burying my residents in the next weeks.
3186,2020-04-12,"One person doesnt mean an entire state needs to give up their rights, honestly Covid hasnt touched my retirement home but my folks with dementia are declining so fast in isolation its tearing me apart. I, and the high risk, as well as those living with the high risk should conti"
3187,2020-04-11,Lord! My 89-year-old mother with dementia lives in NJ. She doesn’t have a mask because she gave hers away to the mailman because she was worried about him. 🙏❤️😷 #COVID__19 #COVIDー19
3188,2020-04-11,Seeing so many say 2020 has been tough. I’m on board with that. COVID and Colby Cave..... I also just lost my mom last night. She had dementia but her heart just gave out. Think she just didn’t want to be here any more. Love you Mom!
3189,2020-04-11,"Just finished a bag of Doritos,then suddenly noticed a couple lingering by my side - where I'd placed the bag.(As I gleefully reached for them,I realised they WERE the bag).I'm convinced Dementia is a prodrome of Covid - not a side effect of old age in the new age of Coronavirus"
3190,2020-04-11,"Further to my tweet about the Texas GOP doctor who is treating COVID patients with dementia w. Hydroxychoroquine w/out (in many cases) getting consent. Doing harm is the GOP brand these days, but really, it shouldn't be that hard to avoid comparisons with Mengele. "
3191,2020-04-11,"Oh Rosena, such sad news about your dad. My mum has dementia and each day she worries I have forgotten about her because I'm not visiting; and each day I have to remind her that I can't visit because of Covid-19 and I miss her terribly."
3192,2020-04-11,"my uncle is 90, he was in a dementia care home, fell and broke his hip, 12 hours in a hospital corridor, finally got seen to and was routinely checked for Covid 19, he tested positive."
3193,2020-04-11,😞. My nurse daughter is doing the same but she has has kept some of the team together. Owner of home recovering from cancer - meets her in the garden to plan. 1/3 of her team isolating. No covid in yet. 16 elderly dementia residents. Ppe masks via builders merchant @MattHancock
3194,2020-04-11,My late mother was in seniors' homes the last couple of years of her life with dementia and the situation then was horrible and so sad before COVID-19. If one good thing comes out of this crisis it might be that a light has finally been shone on the problem and it might be fixed.
3195,2020-04-11,"A difficult day. My father, who has dementia, keeps begging me to visit. He lives on Vancouver Island, and all ferries are now designated essential travel only. Also, I'm high risk for COVID 19, and NONE of his ever-revolving nurses have been tested. Can't stop crying. 😢"
3196,2020-04-11,"My Grandad passed away today. Although we don’t know if he had COVID yet, the nursing home was severely understaffed as nurses had to self isolate. Dementia residents then have to be locked in their rooms as they can’t be looked after. He died with no one there,Please stay home."
3197,2020-04-11,I want to go and give my mum a hug as she had to put her husband into a dementia home two weeks ago and is adjusting to the fact she can't go and see him and is now living alone. This Covid needs to do one and fast.
3198,2020-04-11,This is irresponsible; we should be scared by this physician’s actions. I supported a mom with dementia who was in a nursing home. I would have been livid to discover they administered drugs w/out my consent: via @nprnews: COVID-19 Patients Given Unproven Drug In Nursing Home
3199,2020-04-11,I don't think this is a result of the virus but of ICU Delirium. The article even states that pneumonia and stroke vistims suffer the same. My dad was in ventilator and in ICU for 14 days after a stroke. Had dementia after and died. No reason to cause more hysteria over Covid.
3200,2020-04-11,"My 85 year old stepmum Rosemary, who taught me what love was, died in a carehome this week. There won’t be a funeral. She had vascular dementia  and  COPD (my nurse cousin suspects Covid killed her) This piece is a tribute. #NotEvenAStatistic"
3201,2020-04-11,To me this virus ain't as bad as they say it is I don't know anybody two had this virus but my uncle died of dementia and they put him as done from covid-19 which is a lie so what is the real truth they're trying to scare us because the world is falling apart
3202,2020-04-11,"Just found out my friends #nana has died, not covid related, but she was in a nursing home as she had dementia, the home is isolating so no visits recently. 😥 so terribly sad."
3203,2020-04-11,"Update...my mom's temp went up in consecutive readings to 101F, so she will be swabbed ASAP for COVID, staff will wear full PPE in her room, etc. Med dir on site said the PPE situation causes great concern for all folks w/dementia, they can't grasp the situation."
3204,2020-04-11,2/2 My mom's death certificate says cause of death was that her heart failed and under other conditions it mentions her malignant cancer. It doesn't mention dementia. If she had Covid would that change the other conditions? What would cert say was cause of death? I don't know.
3205,2020-04-11,Sorry to hear that. My mother is in a nursing home with some dementia. I am locked out because of COVID-19. She is 87 and I hope she makes it through until I can get back there.
3206,2020-04-10,Pray for my dad. He was taken to ER from nursing home. He has dementia and we can’t be with him. Let him not be afraid. Not COVID-19 related. May be stroke.
3207,2020-04-10,"Actually crying. Thank you. Today's been hard. On top of our financial stress bc of Covid-19, FB reminded me today's #SiblingsDay. Seeing past pics w/my brother broke me. He has severe dementia. Social distancing means I can't visit... and even if I could, he wouldn't know me. "
3208,2020-04-10,My Daddy is in a nursing home in FL with a COVID case. We are locked out too. We have to trust them. It's not easy to trust when they have made mistakes already. I hope you can talk to your mom by phone. Phone calls are saving me even though Daddy has dementia he still knows me.
3209,2020-04-10,"my bf, a nurse, was told by his manager that he was not allowed to wear a face shield or gown in the main hallways of the hospital because it’s against the joint commission standards? WTF? a COVID positive patient w/ dementia just kissed his face 3 times while he helped her."
3210,2020-04-10,Sorry to retweet my own tweet but we are asking care homes to perform the impossible. The reason people with dementia are in care homes is bcs it takes huge skill and team effort to care for them. It is a complex illness. To do this + nurse Covid patients + keep them separated..? 
3211,2020-04-10,My mum is in a care home locked Down a month today. There are no casualties with any Covid - 19. The staff are excellent and mum is safe. We speak on the phone or Zoom. It’s frustrating but at 84 years old with dementia understands and missing my visits of 5 x week. 🌎🙏
3212,2020-04-10,I have rather bad asthma. I have no confidence I’d survive covid. I’m 49. I also live with my mother who is 82 and has dementia. That’s why I’m there.
3213,2020-04-10,My 91 yr old grandfather with dementia tested positive for COVID today. Family hasn’t been able to visit in 4 weeks since the nursing home closed to visitors. No visitors even if he goes downhill and dies.
3214,2020-04-10,My Nan has dementia and my Dad spoke to her on the phone earlier and asked her how she’s doing with all this covid stuff and she said she’s having it with custard later and I can’t deal 😂😩 #covidandcustard #COVIDー19
3215,2020-04-10,Sadly my dad with advanced dementia has been admitted to hospital with Covid 19  and  we haven’t spoke or seen for 6 days ! It’s breaking our hearts ! 😔
3216,2020-04-10,My grandma just tested positive for COVID-19.... I can’t believe... she’s 93 in assistant living in the dementia wing. How did this happen.
3217,2020-04-10,"They actually turned the unit my brother was in into the Covid unit, so he got moved to a different unit. With my brother’s dementia comes severe OCD, so the move was hard on him. He actually had a private room, which they have only two of on each unit....1/2"
3218,2020-04-10,So sorry. My mom has dementia too and it's terrible. Cant imagine Covid on top of that
3219,2020-04-10,"Hey ! Im a nurse, working in a dementia home, with a husband ill with Covid and having just got through the virus myself.. I reckon this makes me a quadruple hero.. surely Ill get more than a clap?"
3220,2020-04-10,"Ringing my 93 year old grandad with dementia in his care home room on his own with a Covid outbreak that he seems to have caught, abs awful. It’s bad at normal times but now just didn’t know how best to deal. My poor Mum has worst of it."
3221,2020-04-10,My eldest starts on a Covid + dementia ward in a secured unit Tuesday. Proud to say the least but also shitting it for her
3222,2020-04-10,"The nursing home where my great-aunt is staying in Durham, NC has had an outbreak of COVID-19 and she is amongst those infected. She’s already dealing with Alzheimer’s and dementia. Now this. She’s completely defenseless man"
3223,2020-04-10,"Timely message from @AgeUK reminding us of the impact of the ""double whammy"" of the restrictions of Covid_19  and  dementia on a significant number of the population. #communityspirit"
3224,2020-04-10,"I have a dear friend in my apt complex. She's 80. I lost my mom when I was 15. She is very troubled by the fact that I am covid-19 positive. She's experiencing major dementia. No matter how I've tried to keep her safe, she's losing it. I had to call her daughter. I'm so sad."
3225,2020-04-10,"My dad with dementia/Alzheimers is currently dying in a Covid ward, scared and alone. He caught it when the staff took him to another hospital to have a catheter reseated a fortnight ago. Because he's on ""the pathway"" it's now the end for him. Boris's incompetence killed my dad."
3226,2020-04-10,"My mum has dementia and has also contracted the coronavirus and is in Covid ward in Coventry Hospital. Nurses set up a Zoom call for my sister which was brilliant. As others have said, best thing is she does not have a clue about this horrible virus"
3227,2020-04-10,"I don't see any lowering. I WISH I Did... but I don't. My neighbour helps run a dementia day centre and has lost 3 of her old people to Covid-19 now 💔💔 They were STILL Someone's Loved one. Diolch yn fawr, Lloyd."
3228,2020-04-10,"It is hard but it can also be amusing David. Try and make it fun. My aunt with dementia saw me and said “you can clear off and eat s**t” she lived for us all and loved us all dearly. We lost her this morning. (Not of covid) as hard and sad as it is, try and laugh at it. X"
3229,2020-04-10,Mums just rung to tell us my dads (stepdad) mum has died. She had dementia and was in a home. They have said only 2 people can go to funeral but there needs to be an investigation 1st to see if it was covid-19
3230,2020-04-10,My mother’s amazing nursing home rang me yesterday. They put her on speaker and they sang to me. They just sent me a video of the call. Each of the residents in her unit have some form of dementia. None of them have covid-19. They are in isolation over a month now. #STAYAYHOME
3231,2020-04-10,"This week 6 residents of my mothers care home in Belfast were diagnosed with Covid-19. I’m just waiting now for more news nothing can be done, my brother can’t visit her. She has dementia and she was at the worried confused stage. I may never see her again but who knows."
3232,2020-04-10,"my great grandma was absolutely iconic. She had dementia and went into hospital a few weeks ago, testing COVID-19 positive. she even made sure she beat the virus completely before letting go. It’s like she knew she had to leave but, refused for COVID to be the damn reason. 😂🤍"
3233,2020-04-10,"The numbers in the U.K. are died and tested positive for COVID. My understanding is that if a dementia patient dies and tests positive, COVID is the cause of death; previously it would have been Dementia on the death certificate."
3234,2020-04-10,"Days before COVID-19 took hold my 85 yr old dad was diagnosed with Vascular Dementia. The family had many plans to support him,  and  my 87 yr old mum, but they are on hold due to lockdown. Please stay the fuck in this weekend so I can give my dad a hug again before it’s too late ❤️"
3235,2020-04-10,"My mum works in a hospital ward with elderly dementia patients. She's a HCA. Last week one patient had the virus  and  within 5 days, 16 out of 19 patients had it. Only nurses are being swabbed for COVID-19 there, HCA staff will not be. So much is being missed in reporting. "
3236,2020-04-10,My 95 y old Gigi w severe dementia was diagnosed w COVID today 😕this shit scary asf dude
3237,2020-04-10,"Isn’t it ironic that Covid 19 has taken over the media. Ukraine, Jesse Smolet, impeachment,economy, JB dementia.... weird."
3238,2020-04-10,"Ah holy shit I'm really glad he's okay ;; before my grandpa passed away he had some serious bouts of dementia too, and all those incidents rly made me wish I lived closer to him (he was in Malaysia while I'm still in NZ). Hoping this Covid-19 madness passes soon ugh! Pls be safe!"
3239,2020-04-10,My dad called to tell me a family member has COVID  and  his wife has dementia. They're trying to figure out a way to quarantine her at home safely so she doesn't get it. Its definitely wasn't 5G 🙄
3240,2020-04-10,#clapforourkeyworkers My mam is a carer for the elderly with dementia. My uncle is a training nurse in a covid unit at a hospital in Newcastle who just suffered their first staff fatality. My stepdad is a bus driver. 🖤🖤🖤
3241,2020-04-10,I am so sorry you are going through this. My uncle passed way a couple of days from covid also. None of us could visit. He has dementia and he had to be so scared. It's just heartbreaking.
3242,2020-04-09,"So, why did Spain do this, if not for COVID 19? We are only allowed on the roads for ""essential travel"", and I doubt they would accept my excuse that I take care of my 95 year-old mother with dementia AND have a 13 year-old step-daughter at home and I need some ME time...😉"
3243,2020-04-09,"If I snap at people I generally apologize shortly after. My mom locked down in a memory care/nursing home w/ dementia, which is stressful enough, but with a lot of people dying alone in them, makes it even harder. Thankfully nobody at her place has covid/corona."
3244,2020-04-09,"COVID-19 has created difficulties for many of us. Stay at Home orders have been challenging for many including caregivers  and  people w/ dementia. For this reason I’m talking with my good friend and colleague, Neurologist and COL in the US Army. FB Live tonight at 8 pm @DrDelvena"
3245,2020-04-09,"Feeling real bad. My closest sister, Dawn has early-onset dementia  and  diabetes. I had been seeing her daily  and  now can't due to COVID. She keeps calling me asking me to come see her. She can't remember from one time to the next why I don't come. Her son lives with her, still. 😢"
3246,2020-04-09,"Thanks Simon! A couple of my patients without dementia have taken up the offer of video-platform therapy. None of my PwD have wanted that option. They have chosen either phone support, or to defer starting therapy to post-Covid. One person wants tele-neuropsychology. New for me!"
3247,2020-04-09,"Just clapped and shouted out for my brave, fiancé; father to my two beautiful children, and the Registered Manager of a dementia home dedicated to tackle Covid-19 with NO DRs; NO PPE/equipment  and  motivating staff previously declared as “unskilled” by the govt. #clapforsocialcare"
3248,2020-04-09,"My Abuela passed away today after a battle with diabetes, dementia, and most likely a short battle with COVID-19. She passed away peacefully in her sleep. Although I am grieving, there are a few things I want to make clear. "
3249,2020-04-09,"My grandmother died this morning (not from COVID). She was 100 and had dementia. She hadn’t recognized me for at least 2 years. I had mostly gotten my grieving done, but it still sucks. Especially in the midst of this pandemic. #mentalhealth #grief #notsurehowtofeel"
3250,2020-04-09,Love in the time of Covid-19. A daughter’s story. Great blog from @piponthecommons about #carer @suzysopenheart looking after loved ones during #COVID19 So many similarities to my life incl hard decisions that increase your own burden #dementia 
3251,2020-04-09,"Family just found out that my Great Grandma has tested positive for Covid-19. She is elderly, extremely immunocompromised, and her mental state has completely deteriorated from dementia. We are waiting for her nurse to confirm her condition."
3252,2020-04-09,Ok but this not being able to see my friends and family and my only social interaction being with covid patients with dementia is making me wish I had a cat so bad
3253,2020-04-09,"Lungs fill with water, struggle to breath/drowning. The ventilator if there is one can help but chances are slim at that point you survive. As said, my mother brain damage from COIVD lays in bed crying, dementia like state b/c COVID. (4)"
3254,2020-04-09,My dad has dementia and he's locked in a care home with a confirmed case of covid 19. We've been locked out for almost 4 weeks so it's been carried in by staff. I love the NHS but why are the carers forgotten. Why is my dad forgotten.
3255,2020-04-09,/ My Mum’s in a care home with Parkinson’s dementia although her vital signs are always very good. Haven’t seen her in 5 weeks as the home has been proactive in trying to keep covid out but I’ve just received a letter from their GP today
3256,2020-04-09,"My beautiful amazing friend Helen (right) is a former nhs nurse now working as a carer in a specialist dementia unit giving palliative care. Working daily with no PPE then goes home alone, isolated due to #COVID Twitter pls can u send her some love  and  virtual hugs?❤#keyworker"
3257,2020-04-09,Thanks for having us on the show today 😊 Robyn is my Hero 🏆 #hero #retail #heros #frontlineworkers #covid #isolation #lockdown #care #carehome #dementia #dementiaspecialist #goldenactivities @GoldActivities
3258,2020-04-09,"This is Mum. She's beautiful, funny, bright & extremely intelligent. She also has dementia which has affected her memory, so lives in a care home. The DoH has ruled that patients including with Covid-19 are to move into care homes with people like my healthy mother. Help us!! "
3259,2020-04-09,My son is working some extra nursing shifts on an NHS acute dementia ward which has already had one covid death but no masks provided for staff. I've had to buy him some FFP95s but he feels embarrassed wearing them when other staff do not have them.
3260,2020-04-09,"These situations terrify me. My 99 yo father is in a memory care unit in a long-term care unit. His grasp on his memory is only held by constant visits from family. The place has been on lock down for weeks. I'm afraid even if Covid-19 is not an issue, his dementia would be."
3261,2020-04-09,My dad is in a nursing home in Belfast and has dementia. He’s eighty one has suffered multiple strokes and smoked since he was nine. MyBother has just informed me they have multiple Covid 19 cases. I have no words
3262,2020-04-09,Gosh this breaks my heart. It also highlights the lack of widespread education on dementia  and  alzheimer’s and seems to indicate a growing level of fear  and  panic from this pandemic within NYC. Continuing to pray for everyone affected by Covid  and  those helping around them. 
3263,2020-04-09,"Yes, what a lovely idea! Let's tell it to my widowed MIL, who has dementia, and lives on the income from a single rental property. She'll be thrilled to be destitute and starving during the COVID-19 pandemic."
3264,2020-04-09,My gut feeling is that Hydroxychloroquine:COVID::Donepezil:Dementia. I’m happy to be proven wrong with a study though.
3265,2020-04-09,#myday #covidclusterfuck Kids’ stepmom found dead in RuidosoNM. My son’s dog needs to be put down. My brother is very sick. Workers at my grocery delivery store have been diagnosed w/covid. Husband’s well but has dementia. Keeps inviting ppl over.
3266,2020-04-09,"My mother has dementia  and  has been in a home the last few months. Yesterday she was taken to Barnet A and E, put on O2  and  in the queue for a COVID-19 test. As she can now breath unassisted she's been moved back to the home without being tested ""as it does not affect treatment.."""
3267,2020-04-08,"No, just no. I want my summer, so does everyone else. I also want my vulnerable, early onset dementia suffering Mum covid 19 free, who might be tempted to go if opened, so no, please retract your letter and request now."
3268,2020-04-08,"I am crying. Today we discussed how we will ration vents if needed. My mom, who helped me get to be the doc I am, would not get one bc she has dementia. I get why and agree with the strategy, but it doesn’t make it any easier. #geri #geriatrics #nursinghome #COVID"
3269,2020-04-08,"My aunt died on Sunday from COVID-19. Her husband, suffering from dementia, a spinal fracture and most likely the coronavirus, is, mercifully, being administered morphine and is now in hospice. He doesn't know his wife is dead. COVID-19 is a brutal, lonely way to die."
3270,2020-04-08,"This sweet husband loves his wife with dementia so much that he won't allow the covid-19 stop him from visiting every day. He sang "" You are my sunshine"" ."" Let love  and  faithfulness never leave you; bind them around your neck, write them on the tablet of your heart."" Proverbs 3:3 "
3271,2020-04-08,Just found out my granddad has covid-19 (the only living blood grand parent who has dementia) and only has like 2 days to live and they are refusing to treat him because he is old and when you are dying they refuse to do anything.
3272,2020-04-08,So yeah. Sounds like my nan has COVID-19; Dad has just been down to see her in her nursing home. Just hoping she isn't scared; she has had dementia for a long time. 2020 really is turning out to be a dumpster fire.
3273,2020-04-08,"He is now 83, in assisted living with dementia/Alzheimer’s. Because of COVID-19 the facility is allowing no visitors except essential healthcare staff. His birthday was last month. It was the first one I didn’t spend with him during my life."
3274,2020-04-08,"My PhD supervisor, mentor, and friend Bob Carroll has passed away. He had been suffering for many years from the scourge of dementia and it was in a care home where Covid-19 found him. Picture @mcgillu with his first and last students, Robert Reisz and Nadia Froebisch"
3275,2020-04-08,"Milestone reached in my favorite coronavirus graphic. More US deaths per day from COVID-19 than from any other top cause of mortality, including heart disease ❤️, cancer ♋️, dementia 🧠, accidents, or the (ahem) flu. It’s mesmerizing to watch... "
3276,2020-04-08,"I have a friend whose mom is in a memory care center. She has quickly progressing dementia. My friend visits her Mom weekly, but has been unable to do so because of COVID. She faced timed with her today and cried because her Mom still recognizes her. Take this seriously!"
3277,2020-04-08,"Trying to send coffee to PSWs and nurses at LTC facility in Bradford. The place ""runs on coffee and cookies""(head nurse dementia unit). My mother is there with dementia and covid. Tim's? Skip? Please allow delivery to this location. #TimHortons #skipthedishes #covid19Canada"
3278,2020-04-08,"My 89-year-old grandmother, who has dementia and lives in a nursing home, has tested positive for COVID-19. Thank you to the @CitizensVoice for talking to my mom about her experience"
3279,2020-04-08,My 91yo grandpa is in a nursing home with dementia. It’s been 3+ weeks since he’s had visitors and he is extremely confused and lonely. Just found out yesterday there are now multiple COVID cases on his wing.
3280,2020-04-08,"1/ My mother is in LTC with dementia and Covid-19. The staff are angels -- as are all nurses and doctors working now.I asked how I could help them and eventually suggested I could bring them coffee. ""This place works on coffee and cookies!"" came the excited reply from the head"
3281,2020-04-08,"my grandma has covid-19. she already has dementia, shes being kept from her husband and family, she doesnt deserve this"
3282,2020-04-08,"A week ago my grandad tested positive for covid-19.. He’s 71, has vascular dementia, diabetes and heart problems, and he’s fighting it off like an absolute trooper💪🏼 a bit of hope for those out there currently fighting for their health🙏🏼"
3283,2020-04-08,"My father has dementia, cancer (on chemo) and heart disease so I completely understand. We are not allowing him out to a store, but are taking him for walks. I am glad he is still in his condo as the nursing home we would have put him in has been infected with covid-19."
3284,2020-04-08,I sent my grandfather WITH DEMENTIA to queens general hospital two days ago for his respiratory issues. He tested positive for COVID-19  and  the hospital just called me to tell me that they lost him.. @NY1
3285,2020-04-08,I would sue the sh*t out of that doctor if my parent were in their care. It is experimental at best & no way they could get informed consent from covid sick people with dementia. #TheyReallyAreTryingToKillUs #COVID19 #FollowTheMoney
3286,2020-04-08,My Grandma has Alzheimer's and dementia  and  is in a nursing home. Covid-19 is spreading rapidly through the home (including her ward). I just hope she can unlock the part of her mind that helps her understand what's going on.
3287,2020-04-08,"We have a good landlord, in part because he’s put up with my occasional stupid shenanigans with politeness I know he didn’t feel. But he’s a good guy in general too. Learned yesterday that his mother, who has dementia, also got COVID-19 at her nursing home. This virus is cruel."
3288,2020-04-08,"My mom is in a long-term facility (dementia) and the last time I saw her, she knew my face (she lit up when she saw me), but no longer knew who I was. We aren't allowed to visit, due to COVID, but I can't bring myself to call her - my mom who no longer knows I'm her daughter."
3289,2020-04-08,"Stay strong James. My mum has dementia, had a fall in care home  and  has now contracted Covid 19. I’m not sure if she has the strength to fight this and I can’t be there. It’s heartbreaking. Whatever happens with your Dad, cherish the memories and remember how proud he is of you"
3290,2020-04-08,"Dementia isn't easy to watch happen to anyone, I pray for you  and  your family all the time. The stress of COVID has my pain a bit higher, especially since I don't go anywhere. I used to go to Walmart or just somewhere just to get out of the house. Ain't doing that for now. 🙏🙏"
3291,2020-04-08,Heard today that the first case of COVID-19 has been diagnosed at the assisted living center where my mother lives in Decatur GA. She has dementia and doesn't understand. We don't want her to be afraid. What can we say to her?
3292,2020-04-08,"Well, my godfather Bill died on Friday. He had not been well--dementia, then a fall, leading to broken ribs, respiratory issues--which a test revealed, after he died, were COVID-19. Bill was my father's best friend, my mom's ex(!), basically my 3rd parent. 1/"
3293,2020-04-08,"My husband has Lewy Body dementia and was given 2-4 yrs, 3-1/2 yrs ago, so even if he contracted Covid-19, his cause of death has already been determined to be LBD."
3294,2020-04-07,"My husband's family is very distraught right now with his uncle in hospital on a ventilator for covid. Now his wife is in hospital as well, fatigue  and  dehydration w/dementia. If 1 or both go right now, funeral will be an issue. I can only hope they cremate  and  do celebratory life..."
3295,2020-04-07,Lost my uncle to Covid-19. He was in a nursing home for dementia. It’s ripping through the place; half the staff infected and 13 poor residents also infected. Unfortunately a snapshot of what is going on at care homes across UK
